file,header_id,header_base,manifest_id,hash_match,sha256,verification
2022-0183__AD_2022-0183_1__EASA_AD_2022_0183.pdf,2022-0183,2022-0183,2022-0183,True,04c48c19eda248dfe8a62a1425cdcbc8cfadcaa3ad2bfee2c48de9bc3de598dc,First-page AD header
2022-0185__AD_2022-0185_1__EASA_AD_2022_0185.pdf,2022-0185,2022-0185,2022-0185,True,f6ac000610f076f82e560ab9348b6e0ea41281032b711f02432f5c967ac5d61a,First-page AD header
2022-0186__AD_2022-0186_1__EASA_AD_2022_0186.pdf,2022-0186,2022-0186,2022-0186,True,26bad4da6eac7957aab244f076e420a52e8396a9ed30f444576d9880bf02c7bd,First-page AD header
2022-0187__AD_2022-0187_1__EASA_AD_2022_0187_superseded.pdf,2022-0187,2022-0187,2022-0187,True,76852f087ff38d2ad0ff14495352190589eea2c618a9701d8a2025e3605f9476,First-page AD header
2022-0188__AD_2022-0188_1__EASA_AD_2022_0188_superseded.pdf,2022-0188,2022-0188,2022-0188,True,eb1bd7ae3928515588d818a99c3ca8538a35c64dd88613a4a7654a4a72f9b52f,First-page AD header
2022-0189__AD_2022-0189_1__EASA_AD_2022_0189.pdf,2022-0189,2022-0189,2022-0189,True,19aa1dd725469ea8bddc83bfaa3926ebf753f194116a4091f72e5866bdca6ff5,First-page AD header
2022-0190__AD_2022-0190_1__EASA_AD_2022_0190.pdf,2022-0190,2022-0190,2022-0190,True,5411c2512374bc6d0b288fb2ecb9ca08325a886850d1a9d6a3583a144ef01670,First-page AD header
2022-0192__AD_2022-0192_1__EASA_AD_2022_0192_Superseded.pdf,2022-0192,2022-0192,2022-0192,True,c24f0d908217e567740b0a6453c1ba12f3a5880fa2f190afd0d0b47b298d3851,First-page AD header
2022-0193__AD_2022-0193_1__EASA_AD_2022_0193_Superseded.pdf,2022-0193,2022-0193,2022-0193,True,558548594df9075c1a1b42e6310540ed36a493f85c067e93b13ab7e6c6c4ebc8,First-page AD header
2022-0194__AD_2022-0194_1__EASA_AD_2022_0194.pdf,2022-0194,2022-0194,2022-0194,True,c0a67038eea80e84413667f4089471d73b1b71e42091705a6f457759f7213b3a,First-page AD header
2022-0195__AD_2022-0195_1__EASA_AD_2022_0195.pdf,2022-0195,2022-0195,2022-0195,True,92de51812dff00d339599c551ea85f2aa90e439e23b404946827e1534895caff,First-page AD header
2022-0196__AD_2022-0196_1__EASA_AD_2022_0196_superseded.pdf,2022-0196,2022-0196,2022-0196,True,244222cd89151e2c1e1a0ba12e4783c3d5174eaa0d7229a40446cc6fe9601c28,First-page AD header
2022-0197__AD_2022-0197_1__EASA_AD_2022_0197.pdf,2022-0197,2022-0197,2022-0197,True,9acac66ae6fc4e84e5db4569a3fb2c57a232c30ff6c67a0300b6666d6f27cf28,First-page AD header
2022-0204R1__AD_2022-0204R1_1__EASA_AD_2022_0204R1_C1.pdf,2022-0204R1,2022-0204,2022-0204R1,True,ef33dbf232a25a33824c34debd05d4267e8045ad87690e1caee67b1c54935726,First-page AD header
2022-0211__AD_2022-0211_1__EASA_AD_2022_0211.pdf,2022-0211,2022-0211,2022-0211,True,faa0e6c8b2fa05e6ec1fc8d7a498d1244f8dd57f736b0122f9dcb27c3582d0f6,First-page AD header
2022-0213R1__AD_2022-0213R1_1__EASA_AD_2022_0213_R1.pdf,2022-0213R1,2022-0213,2022-0213R1,True,8adeb56061ae6834bbbf29014bed71ffca1487baef2eecbc98c4d0f3099759f5,First-page AD header
2022-0217R1__AD_2022-0217R1_1__EASA_AD_2022_0217R1.pdf,2022-0217R1,2022-0217,2022-0217R1,True,589b14174d1c5a62ea42c99fe6795c0e198d96b7515bf1b3a997a1843a59f159,First-page AD header
2022-0218__AD_2022-0218_1__EASA_AD_2022_0218_Superseded.pdf,2022-0218,2022-0218,2022-0218,True,8818ef5ed22be47da0cd5604343d8b64dcc1b417029c6014c33f3c03a9beabdd,First-page AD header
2022-0222__AD_2022-0222_1__EASA_AD_2022_0222.pdf,2022-0222,2022-0222,2022-0222,True,55c4ff6b0bab334a7b7c163a1d64b813fa1150bb7166d7f5aefdeb90ebc6976a,First-page AD header
2022-0227__AD_2022-0227_1__EASA_AD_2022_0227_superseded.pdf,2022-0227,2022-0227,2022-0227,True,acd2ae3186880e5bd4a9aafdf9b8e64b9df28c0291a75d01b60e5340d108e72f,First-page AD header
2022-0238__AD_2022-0238_1__EASA_AD_2022_0238.pdf,2022-0238,2022-0238,2022-0238,True,040ea78ec49dcc860b3b46b4c6b4e423e21e265038d8bb2e976978d4d209a70f,First-page AD header
2022-0243__AD_2022-0243_1__EASA_AD_2022_0243_superseded.pdf,2022-0243,2022-0243,2022-0243,True,1873ef5f63d016c4886832443a73b4f1a3b585495ee1403456911fdec65016e9,First-page AD header
2022-0250__AD_2022-0250_1__EASA_AD_2022_0250_superseded.pdf,2022-0250,2022-0250,2022-0250,True,2ab02451b63a9faa3aca283849db36e9aabd8caa0ceb5e01b1e4e3916e20055b,First-page AD header
2022-0253__AD_2022-0253_1__EASA_AD_2022_0253.pdf,2022-0253,2022-0253,2022-0253,True,73dd39dc4cda833b79075a452c0a7cef3441d1dcfab52ad1432e5264b982ce0f,First-page AD header
2022-0257__AD_2022-0257_1__EASA_AD_2022_0257.pdf,2022-0257,2022-0257,2022-0257,True,b901449eeab5e72f60fcaa2b1ff4c8400a5172f4ba0d74c0a1273234974ed582,First-page AD header
2022-0262__AD_2022-0262_1__EASA_AD_2022_0262_superseded.pdf,2022-0262,2022-0262,2022-0262,True,ae8c306ba41e92357ba54174efdc048389d4e2c6a5e489278a7f8df61ac516ff,First-page AD header
2022-0263__AD_2022-0263_1__EASA_AD_2022_0263.pdf,2022-0263,2022-0263,2022-0263,True,74f7f0a7286f53c7460272aacd82349c5f04e32bda069277e596f3ad5fbf8ecc,First-page AD header
2022-0266__AD_2022-0266_1__EASA_AD_2022_0266.pdf,2022-0266,2022-0266,2022-0266,True,e92940f8f59d1ccb5b72439ab2c7314568109e71fd6f44ad7bea54f089413bf4,First-page AD header
2023-0004__AD_2023-0004_1__EASA_AD_2023_0004_superseded.pdf,2023-0004,2023-0004,2023-0004,True,bd1acc4ebcac2f20b0558de47dc9dfbe9fb3855c5bee938be734ec8804f1a2d7,First-page AD header
2023-0008__AD_2023-0008_1__EASA_AD_2023_0008_superseded.pdf,2023-0008,2023-0008,2023-0008,True,c326558370f5f71db345d72af3c12d9005382fb775849ef5492196ea9fe321d3,First-page AD header
2023-0009__AD_2023-0009_1__EASA_AD_2023_0009.pdf,2023-0009,2023-0009,2023-0009,True,f27b45b96585ab0299b96588a6b7d0720a87ed05e3624de6045d3e9bdae516bd,First-page AD header
2023-0011R1__AD_2023-0011R1_1__EASA_AD_2023_0011_R1_superseded.pdf,2023-0011R1,2023-0011,2023-0011R1,True,f2e5cc8bca5e9d0c3799779dfae7828adc8c42c257388c8957c5024a08e58327,First-page AD header
2023-0012__AD_2023-0012_1__EASA_AD_2023_0012.pdf,2023-0012,2023-0012,2023-0012,True,f7aa858a4d4a2380af175891e76c8936f3edf8c0c4f17748be4af2aa1d33e67f,First-page AD header
2023-0014__AD_2023-0014_1__EASA_AD_2023_0014.pdf,2023-0014,2023-0014,2023-0014,True,f725f4d58c36ac2d6bbf2ab79ba14108d2fed48d02b16aadd3ef73f126741687,First-page AD header
2023-0015__AD_2023-0015_1__EASA_AD_2023_0015_superseded.pdf,2023-0015,2023-0015,2023-0015,True,b8ffd1fa28b8fa867d5689d2b99aa93d72d4d11d1017e9de90dc14b78f99ecb6,First-page AD header
2023-0016__AD_2023-0016_1__EASA_AD_2023_0016_superseded.pdf,2023-0016,2023-0016,2023-0016,True,9c4310f5d85663c083b4c16e181858d54476e18fd1ab0d9c83ce49de231cff3c,First-page AD header
2023-0017__AD_2023-0017_1__EASA_AD_2023_0017.pdf,2023-0017,2023-0017,2023-0017,True,05af8eff3e0573d62fb01118beb0bedbc46a31ffd738c8c63411b4e48bb23b5d,First-page AD header
2023-0018__AD_2023-0018_1__EASA_AD_2023_0018.pdf,2023-0018,2023-0018,2023-0018,True,a9ae8794279aaf18f180bcc56ce58044b1a62e2874437f44affdb96268afd29f,First-page AD header
2023-0019-CN__AD_2023-0019-CN_1__EASA_AD_2023_0019_CN.pdf,2023-0019,2023-0019,2023-0019,True,aa00bc76557b0187e824747c90e47047ad9a87bb9eac5e6643f0f5d5ff2a594e,First-page AD header
2023-0023__AD_2023-0023_1__EASA_AD_2023_0023.pdf,2023-0023,2023-0023,2023-0023,True,0c1568fc09ed88b96d34537a194d2c94063a2d71801b3940aa24cf1d1c7b9c2f,First-page AD header
2023-0024__AD_2023-0024_1__EASA_AD_2023_0024_superseded.pdf,2023-0024,2023-0024,2023-0024,True,fddd2f17699014420431bfb7fc8ed8cf50a2b2a35ecc1ec0cceb73c884299312,First-page AD header
2023-0026__AD_2023-0026_1__EASA_AD_2023_0026.pdf,2023-0026,2023-0026,2023-0026,True,9a45abd3a6fba9de417b05be052eb14f89002846436b6970d2ddd30733d3628a,First-page AD header
2023-0029__AD_2023-0029_1__EASA_AD_2023_0029.pdf,2023-0029,2023-0029,2023-0029,True,27ec3bc7e02b084c31e2344ae98b62d6d106dec155ec3414ad1313903143ee60,First-page AD header
2023-0031__AD_2023-0031_1__EASA_AD_2023_0031_superseded.pdf,2023-0031,2023-0031,2023-0031,True,89d2247a0709f0f03f61f10ab722e05a7f5855b798d0de15c87847f6cebe43c9,First-page AD header
2023-0032__AD_2023-0032_1__EASA_AD_2023_0032.pdf,2023-0032,2023-0032,2023-0032,True,5b6077771d7fe4fca6b76cad23fda40e053e539e49f2534e16f6e1554ec25660,First-page AD header
2023-0033__AD_2023-0033_1__EASA_AD_2023_0033.pdf,2023-0033,2023-0033,2023-0033,True,9bce9d4647f9dee03b03dfd3b6cac2d068ec902a7e6dedb775effcad8163c8b6,First-page AD header
2023-0034__AD_2023-0034_1__EASA_AD_2023_0034.pdf,2023-0034,2023-0034,2023-0034,True,f0a95b6c79b5a197875286badb9162e7328eac1de242f554fab07bf01932e319,First-page AD header
2023-0043__AD_2023-0043_1__EASA_AD_2023_0043.pdf,2023-0043,2023-0043,2023-0043,True,3a1399810f7ddfd92de4bf5a4c39ce5935f874ce6b8acf23ad14054b03136062,First-page AD header
2023-0051__AD_2023-0051_1__EASA_AD_2023_0051.pdf,2023-0051,2023-0051,2023-0051,True,51472ba69e7c84738c74b487d41f6fa48258c3b3cc64f6dc44c4bf9463dfc5a7,First-page AD header
2023-0052__AD_2023-0052_1__EASA_AD_2023_0052.pdf,2023-0052,2023-0052,2023-0052,True,be0afedd99f148209a0a23b5efc71f518d20214125ad7345816ed9b385394bd2,First-page AD header
2023-0053__AD_2023-0053_1__EASA_AD_2023_0053.pdf,2023-0053,2023-0053,2023-0053,True,723cd5cfdbca28d0b0707b194ae13d70e388520416eb67cc8405b44691327918,First-page AD header
2023-0054__AD_2023-0054_1__EASA_AD_2023_0054.pdf,2023-0054,2023-0054,2023-0054,True,9eda309db243f5d8fe281699dd694d241c78978249bf2ecfd16ab9e02a934b69,First-page AD header
2023-0056__AD_2023-0056_2__EASA_AD_2023_0056_superseded.pdf,2023-0056,2023-0056,2023-0056,True,5ce880a5ec4b0f4588f433c1066c631dd8727bc6226adc530e5e28ec12233248,First-page AD header
2023-0057__AD_2023-0057_1__EASA_AD_2023_0057.pdf,2023-0057,2023-0057,2023-0057,True,847d36faa95be21809ba3b9d3e5ce62c7b09310c1b3590b482919bee33daec85,First-page AD header
2023-0067__AD_2023-0067_1__EASA_AD_2023_0067.pdf,2023-0067,2023-0067,2023-0067,True,ad914dbece37ba81ef482f3eab125568f3191ed97ea46af93ac84c6e0084b668,First-page AD header
2023-0068__AD_2023-0068_1__EASA_AD_2023_0068.pdf,2023-0068,2023-0068,2023-0068,True,575c3bd3c1803c1e9ae1c8dd3126dd886d1201b4370d3e9deb16d144f1071a3d,First-page AD header
2023-0070__AD_2023-0070_2__EASA_AD_2023_0070.pdf,2023-0070,2023-0070,2023-0070,True,499d6c036df8a203c40f0bfa33dbb31b2d3bab8c0a109ccf132b6e8ae9a56a8b,First-page AD header
2023-0074__AD_2023-0074_1__EASA_AD_2023_0074.pdf,2023-0074,2023-0074,2023-0074,True,e5fad8e70a426298f35f270d653851d04449c5228012471061c81f63677e36d8,First-page AD header
2023-0091__AD_2023-0091_1__EASA_AD_2023_0091_Superdeded.pdf,2023-0091,2023-0091,2023-0091,True,adda8f4f7a0939e3d463f56b196c9d648d0e44e65aaadd905b068a7592d2b3f4,First-page AD header
2023-0092__AD_2023-0092_1__EASA_AD_2023_0092_Superseded.pdf,2023-0092,2023-0092,2023-0092,True,8fc0c0b42d013dc8a65c1013555eb8098b8b9f64131a1355f53d051cd51cc177,First-page AD header
2023-0093R1__AD_2023-0093R1_1__EASA_AD_2023_0093_R1.pdf,2023-0093R1,2023-0093,2023-0093R1,True,3f8aed562c9e5615a5e3196c95bb970b4cce7831a7b8950ba32a1b0ec6cd2c3e,First-page AD header
2023-0094__AD_2023-0094_2__EASA_AD_2023_0094_superseded.pdf,2023-0094,2023-0094,2023-0094,True,9716d514b6071cb28c145c594c08848bde1be5a4ac714f5d4e558734d5152f8e,First-page AD header
2023-0098R1__AD_2023-0098R1_1__EASA_AD_2023_0098_R1_Superseded.pdf,2023-0098R1,2023-0098,2023-0098R1,True,a116d3d02f156c44c7ba19635eb9224a9c7d5968db8cb5911585ac921d9966fc,First-page AD header
2023-0102__AD_2023-0102_1__EASA_AD_2023_0102.pdf,2023-0102,2023-0102,2023-0102,True,3ecb235d9a83e493ea15d01f1c453018d63e0defaec5861e94478d76019dfd39,First-page AD header
2023-0104__AD_2023-0104_1__EASA_AD_2023_0104_Superseded.pdf,2023-0104,2023-0104,2023-0104,True,fee18e4f7a23a6178ae9a21cdcf83d38e67d83aafde86723a8c1edf81073cdd3,First-page AD header
2023-0106R1__AD_2023-0106R1_1__EASA_AD_2023_0106_R1.pdf,2023-0106R1,2023-0106,2023-0106R1,True,6036713e54364eceeadc653c2f05cc73517899f9536f5e5caa54adc61423ae17,First-page AD header
2023-0111R1__AD_2023-0111R1_1__EASA_AD_2023_0111R1_superseded.pdf,2023-0111R1,2023-0111,2023-0111R1,True,0e7d7ac5f5b7107ef2151202f6d4921a59228e849d034a60e705e6d760104216,First-page AD header
2023-0112__AD_2023-0112_2__EASA_AD_2023_0112.pdf,2023-0112,2023-0112,2023-0112,True,e79995308b78946cbffbb60855eb9d8efaa61df5bb43b77d063a41d705631fb3,First-page AD header
2023-0117__AD_2023-0117_2__EASA_AD_2023_0117.pdf,2023-0117,2023-0117,2023-0117,True,f887b226908c7930234b2eea062f59237308de617c404ced2810148347ff243e,First-page AD header
2023-0124__AD_2023-0124_1__EASA_AD_2023_0124_Superseded.pdf,2023-0124,2023-0124,2023-0124,True,781a2f2abbea785c449040fce3b20ee66dea884667be9bc6d45542d6456f82f4,First-page AD header
2023-0132R1__AD_2023-0132R1_1__EASA_AD_2023_0132_R1.pdf,2023-0132R1,2023-0132,2023-0132R1,True,7d2b05262bfd670503934cc83bbef817f43552a5fcc89562240497c4ad4b1fb6,First-page AD header
2023-0136R1__AD_2023-0136R1_1__EASA_AD_2023_0136R1.pdf,2023-0136R1,2023-0136,2023-0136R1,True,97ca0ededa39a6c6c8f2a796a4216198bad931e9e635c611535f563489b23f1d,First-page AD header
2023-0138__AD_2023-0138_2__EASA_AD_2023_0138_superseded.pdf,2023-0138,2023-0138,2023-0138,True,2adf64b74fb86bbed7d44fc25dc8ae1c1479e32ba9861f40fa9ddeacc137f7dd,First-page AD header
2023-0150__AD_2023-0150_1__EASA_AD_2023_0150.pdf,2023-0150,2023-0150,2023-0150,True,5f0fdcb67bb381da6886cb22ce84557e4c9ad0b70733c73f456957a6b626323e,First-page AD header
2023-0151__AD_2023-0151_1__EASA_AD_2023_0151_superseded.pdf,2023-0151,2023-0151,2023-0151,True,26e253d1d440cc215eb8f1991262db3c665e93527c9e1a7da5f2765ad15fe84f,First-page AD header
2023-0153__AD_2023-0153_1__EASA_AD_2023_0153_superseded.pdf,2023-0153,2023-0153,2023-0153,True,3b4630788bce62823bae9f8d9a27464a455d31eb06c8a6a448be082352e0c8aa,First-page AD header
2023-0157__AD_2023-0157_1__EASA_AD_2023_0157_superseded.pdf,2023-0157,2023-0157,2023-0157,True,49e02fc411bfe6da968fa6e9a1267fcd705a24d3a51f2bff67eedac46544b30f,First-page AD header
2023-0158__AD_2023-0158_1__EASA_AD_2023_0158.pdf,2023-0158,2023-0158,2023-0158,True,528d21566f34ee45dbabb8ca1f92d4a807708de13385e71b3a1f60f63a8c9fe5,First-page AD header
2023-0162__AD_2023-0162_1__EASA_AD_2023_0162.pdf,2023-0162,2023-0162,2023-0162,True,ee8c22521fcb881f173b0a5a84d6c3240dadb81bdc58267aa3228cf628f43e7d,First-page AD header
2023-0167R1__AD_2023-0167R1_1__EASA_AD_2023_0167R1.pdf,2023-0167R1,2023-0167,2023-0167R1,True,40aee95f5dfeaaf7852af27990f94ff4eb36d42ef5a396286a926697559fb28f,First-page AD header
2023-0169__AD_2023-0169_1__EASA_AD_2023_0169.pdf,2023-0169,2023-0169,2023-0169,True,fb374372999947b05e04fd75aabbc58b9b03d5e7e81819c79c4acf2091ecc57c,First-page AD header
2023-0171-CN__AD_2023-0171-CN_1__EASA_AD_2023_0171_CN.pdf,2023-0171,2023-0171,2023-0171,True,45f03a5fed8f555cb67f12fea330608470a6e9cbeb35598a0b3dcb2cdac44b8d,First-page AD header
2023-0173__AD_2023-0173_1__EASA_AD_2023_0173_superseded.pdf,2023-0173,2023-0173,2023-0173,True,23976bd17d9fccbdcda7d8a6e0c47022377fe10f50536f4b5be29bbb14d4cb85,First-page AD header
2023-0176R1__AD_2023-0176R1_1__EASA_AD_2023_0176_R1_C1.pdf,2023-0176R1,2023-0176,2023-0176R1,True,e4ad4ff215a757b72121e8cc4f5ffbfb348d4997c7d704a7bd504a853722d7fb,First-page AD header
2023-0179__AD_2023-0179_1__EASA_AD_2023_0179.pdf,2023-0179,2023-0179,2023-0179,True,c8247fc5a057db8d8c065af2c4cc57e9e3cdc6652b60c631b640d8666cfb8a2a,First-page AD header
2023-0189R1__AD_2023-0189R1_1__EASA_AD_2023_0189_R1_superseded.pdf,2023-0189R1,2023-0189,2023-0189R1,True,7c1a036496b14b9d14bd7788fa6de4613c8d34db8e020cfd4bf827364f7cfb04,First-page AD header
2023-0196__AD_2023-0196_1__EASA_AD_2023_0196.pdf,2023-0196,2023-0196,2023-0196,True,a446535e899ce6583c3aeeb7fc323d0000c0ed185e632fb432aa2a630ffab5a4,First-page AD header
2023-0198__AD_2023-0198_1__EASA_AD_2023_0198_superseded.pdf,2023-0198,2023-0198,2023-0198,True,502a1081d239101d2e55d89043e25d9d92d26eebbd89fc1559a3233a57521938,First-page AD header
2023-0199__AD_2023-0199_1__EASA_AD_2023_0199_superseded.pdf,2023-0199,2023-0199,2023-0199,True,8fa0c46006c592dadfe05252079e411823933ed166711607479adff74cca3a4e,First-page AD header
2023-0200__AD_2023-0200_1__EASA_AD_2023_0200.pdf,2023-0200,2023-0200,2023-0200,True,a7516ce0e31d888421e09c9347a50b2fb21ef5d0d47b2f0c6b43b9fdb0f0b548,First-page AD header
2023-0205__AD_2023-0205_1__EASA_AD_2023_0205.pdf,2023-0205,2023-0205,2023-0205,True,2216ff4a1f3409b19e896952a621c765e6c119a4600fef18f328d71f65805bc5,First-page AD header
2023-0206__AD_2023-0206_1__EASA_AD_2023_0206.pdf,2023-0206,2023-0206,2023-0206,True,46bd0400a21107e1b4fd7cc0799a099cb271f0a13e5d7feea98f50ea2170cad0,First-page AD header
2023-0209__AD_2023-0209_1__EASA_AD_2023_0209_superseded.pdf,2023-0209,2023-0209,2023-0209,True,025c8b839f2be26c77031b5fffdadee4a2498463309e60c7cf706a1e81cf1faf,First-page AD header
2023-0212__AD_2023-0212_1__EASA_AD_2023_0212_superseded.pdf,2023-0212,2023-0212,2023-0212,True,45d4f7984e1965d02c5d2ba624f1424104d5671fb0a465f59a5601f6b9131845,First-page AD header
2023-0215__AD_2023-0215_1__EASA_AD_2023_0215_C1.pdf,2023-0215,2023-0215,2023-0215,True,a65f586da93604d6d82ba56a77997a2ef44f6c0c6c7e482a9b3e40c2b7d8e65e,First-page AD header
2024-0001__AD_2024-0001_1__EASA_AD_2024_0001.pdf,2024-0001,2024-0001,2024-0001,True,a916bad7d9b3f498d45d19b3491237cdf0c23acf30c0bd1a542952df85aab5e2,First-page AD header
2024-0003__AD_2024-0003_1__EASA_AD_2024_0003.pdf,2024-0003,2024-0003,2024-0003,True,1fdc9ec578a361a5f15ba5f36d240f4ebdba48d67baa31168b250e7d7ee797c2,First-page AD header
2024-0005__AD_2024-0005_1__EASA_AD_2024_0005_superseded.pdf,2024-0005,2024-0005,2024-0005,True,11d782f152b6e1c379c473437094471a51922062a9816eb9339468ee88e553c3,First-page AD header
2024-0008__AD_2024-0008_1__EASA_AD_2024_0008.pdf,2024-0008,2024-0008,2024-0008,True,ba052a956f4b1fbd35936bdfe5677b81111c910c428f68fa983bdb88fc412ecc,First-page AD header
2024-0009__AD_2024-0009_1__EASA_AD_2024_0009.pdf,2024-0009,2024-0009,2024-0009,True,54ad0336acfbb53bd8a495499ee9ef32edb66ff07d6cd7af9b9dd335670e5798,First-page AD header
2024-0010__AD_2024-0010_1__EASA_AD_2024_0010.pdf,2024-0010,2024-0010,2024-0010,True,b856894e6f974255528b79b3c199ffec5c6224bf7abf389fbfd6ef7f081f7b10,First-page AD header
2024-0011__AD_2024-0011_2__EASA_AD_2024_0011_superseded.pdf,2024-0011,2024-0011,2024-0011,True,fbea827661f7695b3a60a400d4b3d667e392a5dda171d279a021636181b922c9,First-page AD header
2024-0012__AD_2024-0012_2__EASA_AD_2024_0012_superseded.pdf,2024-0012,2024-0012,2024-0012,True,a1d3e9ed02d6778fd61f6c36236da41d545bf513f1cdd2a516fdec0c7d6616c4,First-page AD header
2024-0013__AD_2024-0013_1__EASA_AD_2024_0013_superseded.pdf,2024-0013,2024-0013,2024-0013,True,b8762d8115b50bf43b8e0ac74198ab442941422b818378c6e855dcf82cb4e3c5,First-page AD header
2024-0014__AD_2024-0014_1__EASA_AD_2024_0014_superseded.pdf,2024-0014,2024-0014,2024-0014,True,a1c804444bb3b0b38293ead39ba924b2b1c3f5f15479fd005473fd561c929905,First-page AD header
2024-0015__AD_2024-0015_1__EASA_AD_2024_0015.pdf,2024-0015,2024-0015,2024-0015,True,bf0f36ac583175f54010e3b329966df82dcb5568c84707857976c451da8d9108,First-page AD header
2024-0016__AD_2024-0016_1__EASA_AD_2024_0016_superseded.pdf,2024-0016,2024-0016,2024-0016,True,35ee838aa64e3af57cde10ea4625ba96fac39d0d3e44362739ce18c95450f2f9,First-page AD header
2024-0020__AD_2024-0020_1__EASA_AD_2024_0020.pdf,2024-0020,2024-0020,2024-0020,True,69fb799a70119348dd604aec3b51ccad58d72892df8fd15feed8387d3cee72e1,First-page AD header
2024-0022__AD_2024-0022_2__EASA_AD_2024_0022.pdf,2024-0022,2024-0022,2024-0022,True,0251b84307753f24bbb2b50e5a40b8624e0234f3019dde5b74968c7f5998521e,First-page AD header
2024-0023__AD_2024-0023_1__EASA_AD_2024_0023.pdf,2024-0023,2024-0023,2024-0023,True,d3fd60f487b8552a66a43c4d3d74c0e33dcd0c9d9650a0696d6f47b32cfe8364,First-page AD header
2024-0027__AD_2024-0027_1__EASA_AD_2024_0027_superseded.pdf,2024-0027,2024-0027,2024-0027,True,5cf353548e5aa90c46dad12321c5a8add336355352759e546629576186cd70ab,First-page AD header
2024-0030__AD_2024-0030_1__EASA_AD_2024_0030_superseded.pdf,2024-0030,2024-0030,2024-0030,True,7338b8dfa46c368b6b78bd2916b4dee746b7cdd67cc005e6f8938abf888580a1,First-page AD header
2024-0031__AD_2024-0031_1__EASA_AD_2024_0031_superseded.pdf,2024-0031,2024-0031,2024-0031,True,acda85cfc12aabb552196f680f7ae1da7d11c6a54d200c313b4951f6592ebdad,First-page AD header
2024-0032__AD_2024-0032_1__EASA_AD_2024_0032.pdf,2024-0032,2024-0032,2024-0032,True,3ae16fab63e063bee8d603f04f491fe05c209072ffe328264d9ae80825a312a1,First-page AD header
2024-0038__AD_2024-0038_1__EASA_AD_2024_0038_superseded.pdf,2024-0038,2024-0038,2024-0038,True,fdfe2bd21635319984f5a401e1b41a051e8fc533a64d9f07da5c0d8674549432,First-page AD header
2024-0046__AD_2024-0046_1__EASA_AD_2024_0046_superseded.pdf,2024-0046,2024-0046,2024-0046,True,54ed2608d2d0cc822e826865e2e8184910e8fdc34366aa640a07aab40dca2eab,First-page AD header
2024-0047__AD_2024-0047_1__EASA_AD_2024_0047_superseded.pdf,2024-0047,2024-0047,2024-0047,True,89fe51c7fd0c16ebf0c7af5044924e6dbdf92c2dd1bd190a5e71e3f473d5d96b,First-page AD header
2024-0048__AD_2024-0048_1__EASA_AD_2024_0048_superseded.pdf,2024-0048,2024-0048,2024-0048,True,5445064e093db7ee92ff1ef12339efd456d1a8d9e5179452ba4e6d56dcad3b8c,First-page AD header
2024-0057__AD_2024-0057_1__EASA_AD_2024_0057_superseded.pdf,2024-0057,2024-0057,2024-0057,True,2771943eacca0baee44d6f104c672cadf37fd3fac804d73fde22b42d9901f62b,First-page AD header
2024-0058R2-CN__AD_2024-0058R2-CN_1__EASA_AD_2024_0058_R2_CN.pdf,2024-0058R2,2024-0058,2024-0058R2,True,ed3d28b4fc03489cf218c704dda250aa8a0d8e06e973b9fb1ba18690c8de2c1e,First-page AD header
2024-0060R1__AD_2024-0060R1_1__EASA_AD_2024_0060_R1_superseded.pdf,2024-0060R1,2024-0060,2024-0060R1,True,7cc0018293a9dfd6c5c0cda39b31ae58e327bf1fcc30c07b517b2ecce8b1f868,First-page AD header
2024-0061__AD_2024-0061_1__EASA_AD_2024_0061.pdf,2024-0061,2024-0061,2024-0061,True,e240d969beca3e2a3a9645876d019459f5c98fd6ad1b36604bf1b877756af2e1,First-page AD header
2024-0066__AD_2024-0066_1__EASA_AD_2024_0066_superseded.pdf,2024-0066,2024-0066,2024-0066,True,fde803fe4a9bb65fe521ce11e1fb680d19701f5b6c07612b29321ccf05fdc01e,First-page AD header
2024-0068__AD_2024-0068_1__EASA_AD_2024_0068.pdf,2024-0068,2024-0068,2024-0068,True,f4bbe329438b7cb6d8ee6ffddf8f423d3ce8619b0f55d32bad833ab484ebedd7,First-page AD header
2024-0073__AD_2024-0073_1__EASA_AD_2024_0073.pdf,2024-0073,2024-0073,2024-0073,True,36a0cffb5fd801811239b761a31125a56b5afe096ca580bea70b3d6e9fd36456,First-page AD header
2024-0077__AD_2024-0077_1__EASA_AD_2024_0077_C1.pdf,2024-0077,2024-0077,2024-0077,True,32d3bb1751da4db0329bd26c3c898d4ca0cb4d8578f2d5a53fb019bf29361de5,First-page AD header
2024-0078__AD_2024-0078_1__EASA_AD_2024_0078.pdf,2024-0078,2024-0078,2024-0078,True,4a056ebaecca21050a7c6c848fcb04a3c4e0e0ca3d4e88066c6c496e1b29dd1f,First-page AD header
2024-0079__AD_2024-0079_2__EASA_AD_2024_0079_C1.pdf,2024-0079,2024-0079,2024-0079,True,31e588a5b430dc9c281c8c22752e486468302e22d0f46a0590e3aad897f2c7c5,First-page AD header
2024-0080__AD_2024-0080_1__EASA_AD_2024_0080_superseded.pdf,2024-0080,2024-0080,2024-0080,True,1aeebda1af5da5a04685f960339556726fbaade70322b22b759ebcee6a03fe43,First-page AD header
2024-0083__AD_2024-0083_1__EASA_AD_2024_0083.pdf,2024-0083,2024-0083,2024-0083,True,5f7965fb9ec38a92b075a7a597e2f78b3db3e4d92c2b32faeaa9bce89f30b3f9,First-page AD header
