source_ad_number,source_file_instance_id,target_ad_candidate,target_base_ad_number,relationship,evidence,manually_verified
2012-0168,b06ca6462d0b4771,2009-0150,2009-0150,supersedes_candidate,"Supersedure: This AD supersedes DGAC France ADs 98-103-082 dated 25 February 1998, 98- 099-066 dated 25 February 1998 and F-2005-030 dated 16 February 2005, and EASA ADs 2006-0187 dated 05 July 2006, 2006-0191 dated 10 July 2006, 2006-0205 dated 11 July 2006, 2007-0023 dated 25 January 2007, 2007-0278 dated 05 November 2007 and corrected on 08 November 2007, 2009-0150 dated 09 July 2009, 2010-0089 dated 10 May 2010, 2010-0232 dated 12 November 2010 and 2011- | This AD supersedes DGAC France ADs 98-103-082 dated 25 February 1998, 98- 099-066 dated 25 February 1998 and F-2005-030 dated 16 February 2005, and EASA ADs 2006-0187 dated 05 July 2006, 2006-0191 dated 10 July 2006, 2006-0205 dated 11 July 2006, 2007-0023 dated 25 January 2007, 2007-0278 dated 05 November 2007 and corrected on 08 November 2007, 2009-0150 dated 09 July 2009, 2010-0089 dated 10 May 2010, 2010-0232 dated 12 November 2010 and 2011- 0196 dated 07 October 2011 and corrected on 23 March 2012",False
2012-0168,b06ca6462d0b4771,2010-0089,2010-0089,supersedes_candidate,"Supersedure: This AD supersedes DGAC France ADs 98-103-082 dated 25 February 1998, 98- 099-066 dated 25 February 1998 and F-2005-030 dated 16 February 2005, and EASA ADs 2006-0187 dated 05 July 2006, 2006-0191 dated 10 July 2006, 2006-0205 dated 11 July 2006, 2007-0023 dated 25 January 2007, 2007-0278 dated 05 November 2007 and corrected on 08 November 2007, 2009-0150 dated 09 July 2009, 2010-0089 dated 10 May 2010, 2010-0232 dated 12 November 2010 and 2011- | This AD supersedes DGAC France ADs 98-103-082 dated 25 February 1998, 98- 099-066 dated 25 February 1998 and F-2005-030 dated 16 February 2005, and EASA ADs 2006-0187 dated 05 July 2006, 2006-0191 dated 10 July 2006, 2006-0205 dated 11 July 2006, 2007-0023 dated 25 January 2007, 2007-0278 dated 05 November 2007 and corrected on 08 November 2007, 2009-0150 dated 09 July 2009, 2010-0089 dated 10 May 2010, 2010-0232 dated 12 November 2010 and 2011- 0196 dated 07 October 2011 and corrected on 23 March 2012",False
2012-0168,b06ca6462d0b4771,2010-0232,2010-0232,supersedes_candidate,"Supersedure: This AD supersedes DGAC France ADs 98-103-082 dated 25 February 1998, 98- 099-066 dated 25 February 1998 and F-2005-030 dated 16 February 2005, and EASA ADs 2006-0187 dated 05 July 2006, 2006-0191 dated 10 July 2006, 2006-0205 dated 11 July 2006, 2007-0023 dated 25 January 2007, 2007-0278 dated 05 November 2007 and corrected on 08 November 2007, 2009-0150 dated 09 July 2009, 2010-0089 dated 10 May 2010, 2010-0232 dated 12 November 2010 and 2011- | This AD supersedes DGAC France ADs 98-103-082 dated 25 February 1998, 98- 099-066 dated 25 February 1998 and F-2005-030 dated 16 February 2005, and EASA ADs 2006-0187 dated 05 July 2006, 2006-0191 dated 10 July 2006, 2006-0205 dated 11 July 2006, 2007-0023 dated 25 January 2007, 2007-0278 dated 05 November 2007 and corrected on 08 November 2007, 2009-0150 dated 09 July 2009, 2010-0089 dated 10 May 2010, 2010-0232 dated 12 November 2010 and 2011- 0196 dated 07 October 2011 and corrected on 23 March 2012",False
2012-0172,baa3547df37d9d6f,2011-0017,2011-0017,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2011-0017 dated 03 February 2011. | This AD supersedes EASA AD 2011-0017 dated 03 February 2011,False
2012-0176,573902828f8f1d26,2006-0372R1,2006-0372,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2006-0372R1 dated 29 November 2010, EASA AD 2007-0195 dated 19 July 2007, EASA AD 2010-0250 dated 29 November 2010 and EASA AD 2010-0251 dated 29 November 2010. | This AD supersedes EASA AD 2006-0372R1 dated 29 November 2010, EASA AD 2007-0195 dated 19 July 2007, EASA AD 2010-0250 dated 29 November 2010 and EASA AD 2010-0251 dated 29 November 2010 | this new AD retains the requirements of EASA ADs 2006-0372R1, 2007-0195, 2010-0250 and 2010-0251, which are superseded",False
2012-0176,573902828f8f1d26,2007-0195,2007-0195,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2006-0372R1 dated 29 November 2010, EASA AD 2007-0195 dated 19 July 2007, EASA AD 2010-0250 dated 29 November 2010 and EASA AD 2010-0251 dated 29 November 2010. | This AD supersedes EASA AD 2006-0372R1 dated 29 November 2010, EASA AD 2007-0195 dated 19 July 2007, EASA AD 2010-0250 dated 29 November 2010 and EASA AD 2010-0251 dated 29 November 2010 | this new AD retains the requirements of EASA ADs 2006-0372R1, 2007-0195, 2010-0250 and 2010-0251, which are superseded",False
2012-0176,573902828f8f1d26,2010-0250,2010-0250,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2006-0372R1 dated 29 November 2010, EASA AD 2007-0195 dated 19 July 2007, EASA AD 2010-0250 dated 29 November 2010 and EASA AD 2010-0251 dated 29 November 2010. | This AD supersedes EASA AD 2006-0372R1 dated 29 November 2010, EASA AD 2007-0195 dated 19 July 2007, EASA AD 2010-0250 dated 29 November 2010 and EASA AD 2010-0251 dated 29 November 2010 | this new AD retains the requirements of EASA ADs 2006-0372R1, 2007-0195, 2010-0250 and 2010-0251, which are superseded",False
2012-0176,573902828f8f1d26,2010-0251,2010-0251,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2006-0372R1 dated 29 November 2010, EASA AD 2007-0195 dated 19 July 2007, EASA AD 2010-0250 dated 29 November 2010 and EASA AD 2010-0251 dated 29 November 2010. | This AD supersedes EASA AD 2006-0372R1 dated 29 November 2010, EASA AD 2007-0195 dated 19 July 2007, EASA AD 2010-0250 dated 29 November 2010 and EASA AD 2010-0251 dated 29 November 2010 | this new AD retains the requirements of EASA ADs 2006-0372R1, 2007-0195, 2010-0250 and 2010-0251, which are superseded",False
2012-0177,bacb1c46a73e33a1,2011-0166,2011-0166,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0166 dated 01 September 2011. | This AD supersedes EASA AD 2011-0166 dated 01 September 2011 | this AD retains the requirements of EASA AD 2011-0166, which is superseded",False
2012-0179,4205dd854526435f,2010-0253,2010-0253,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2010-0253 dated 03 December 2010. | This AD supersedes EASA AD 2010-0253 dated 03 December 2010,False
2012-0188,bcbeb564687c56eb,2011-0005,2011-0005,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0005 dated 17 January 2011 | This AD supersedes EASA AD 2011-0005 dated 17 January 2011 Fuel – Electric / Electronic Common Installation Fuel System Route ATA 28 2S - Modification Manufacturer(s): Airbus (formerly Airbus Industrie) Applicability: A310 aeroplanes, all certified models, all serial numbers Reason: Within the scope of the Fuel System Safety Program (FSSP), analyses of the wire routing showed that the route 2S of the fuel electrical circuit in the Right Hand (RH) wing ensures insufficient segregation between fuel quantity indicati | this new AD retains the requirements of EASA AD 2011-0005, which is superseded",False
2012-0203,5d479725eb5e5153,2006-0282,2006-0282,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2006-0282 dated 12 September 2006. | This AD supersedes EASA AD 2006-0282 dated 12 September 2006 | this AD retains the requirements of EASA AD 2006-0282, which is superseded",False
2012-0211,c2123682ab842815,2010-0174,2010-0174,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2010-0174 dated 17 August 2010. | This AD supersedes EASA AD 2010-0174 dated 17 August 2010 | this AD retains the requirements of EASA AD 2010-0174, which is superseded",False
2012-0224,0496860f26ccae03,2012-0028,2012-0028,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0028 dated 14 February 2012. | This AD supersedes EASA AD 2012-0028 dated 14 February 2012 | this AD retains the requirements of EASA AD 2012-0028, which is superseded",False
2012-0235,4f647f47e6884b8c,2012-0047-E,2012-0047,supersedes_candidate,"Supersedure: This AD supersedes EASA Emergency AD 2012-0047-E dated 21 March 2012. | This AD supersedes EASA Emergency AD 2012-0047-E dated 21 March 2012 | this AD retains the requirements of EASA AD 2012-0047-E, which is superseded",False
2013-0014,3588574fcbaf8d16,2008-0008,2008-0008,supersedes_candidate,Supersedure: This AD supersedes DGAC France AD 1992-049-130(B) R4 dated 02 June 1999 and EASA AD 2008-0008 dated 11 January 2008. | This AD supersedes DGAC France AD 1992-049-130(B) R4 dated 02 June 1999 and EASA AD 2008-0008 dated 11 January 2008 | this new AD supersedes DGAC France AD 1992-049-130(B) R4 and EASA AD 2008-0008 to require a new inspection programme,False
2013-0016,e6c1fb0875e10235,2006-0266,2006-0266,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2006-0266 dated 30 August 2006. | This AD supersedes EASA AD 2006-0266 dated 30 August 2006 | this AD retains the requirements of EASA AD 2006-0266, which is superseded",False
2013-0021,42801d700da5bf49,2010-0047,2010-0047,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2010-0047 dated 19 March 2010. | This AD supersedes EASA AD 2010-0047 dated 19 March 2010 | this new AD retains the requirements of EASA AD 2010-0047, which is superseded",False
2013-0022,e8ee7d3767056aa6,2012-0264-E,2012-0264,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2012-0264-E dated 17 December 2012. | This AD supersedes EASA AD 2012-0264-E dated 17 December 2012 | this AD retains the requirements of EASA AD 2012-0264-E which is superseded,False
2013-0023,107e0644e2f504b6,2012-0258-E,2012-0258,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2012-0258-E dated 04 December 2012. | This AD supersedes EASA AD 2012-0258-E dated 04 December 2012 | this AD retains the requirements of EASA AD 2012-0258-E which is superseded,False
2013-0067,3d9c4317617311e8,2011-0170,2011-0170,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2011-0170 issued on 07 September 2011. | This AD supersedes EASA AD 2011-0170 issued on 07 September 2011,False
2013-0068,d3743f1d76efa751,2010-0016R1,2010-0016,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2010-0016R1 dated 09 February 2010. | This AD supersedes EASA AD 2010-0016R1 dated 09 February 2010 | this new AD retains the requirements of EASA AD 2010-0016R1, which is superseded",False
2013-0075,60fa2063f0b179d6,2007-0092,2007-0092,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2007-0092 dated 10 April 2007. | This AD supersedes EASA AD 2007-0092 dated 10 April 2007 | this new AD retains the requirements of EASA AD 2007-0092, which is superseded",False
2013-0099,f33716b9a78b85d5,2011-0238,2011-0238,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2011-0238 dated 14 December 2011. | This AD supersedes EASA AD 2011-0238 dated 14 December 2011,False
2013-0101,4af01e9d4ebaef6d,2013-0092,2013-0092,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2013-0092 dated 15 April 2013. | This AD supersedes EASA AD 2013-0092 dated 15 April 2013,False
2013-0127,7d47d8c89174b2c1,2008-0050,2008-0050,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2010-0036 dated 08 March 2010 and EASA AD 2008-0050 dated 04 March 2008. | This AD supersedes EASA AD 2010-0036 dated 08 March 2010 and EASA AD 2008-0050 dated 04 March 2008 | this AD retains the requirements of EASA AD 2010-0036 and those of EASA AD 2008-0050, which are superseded",False
2013-0127,7d47d8c89174b2c1,2010-0036,2010-0036,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2010-0036 dated 08 March 2010 and EASA AD 2008-0050 dated 04 March 2008. | This AD supersedes EASA AD 2010-0036 dated 08 March 2010 and EASA AD 2008-0050 dated 04 March 2008 | this AD retains the requirements of EASA AD 2010-0036 and those of EASA AD 2008-0050, which are superseded",False
2013-0129,1356b2a9c2b8276a,2012-0214,2012-0214,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0214 dated 18 October 2012. | This AD supersedes EASA AD 2012-0214 dated 18 October 2012 | this AD retains the requirements of EASA AD 2012-0214, which is superseded",False
2013-0147,90ce4983265fe0d4,2010-0071R1,2010-0071,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2010-0071R1 dated 28 May 2010, and EASA AD 2011-0231 dated 09 December 2011. | This AD supersedes EASA AD 2010-0071R1 dated 28 May 2010, and EASA AD 2011-0231 dated 09 December 2011 | this AD retains the requirements of EASA AD 2010-0071R1 and those of EASA AD 2011-0231, which are superseded",False
2013-0147,90ce4983265fe0d4,2011-0231,2011-0231,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2010-0071R1 dated 28 May 2010, and EASA AD 2011-0231 dated 09 December 2011. | This AD supersedes EASA AD 2010-0071R1 dated 28 May 2010, and EASA AD 2011-0231 dated 09 December 2011 | this AD retains the requirements of EASA AD 2010-0071R1 and those of EASA AD 2011-0231, which are superseded",False
2013-0158,538fe99c0aff1a2d,2007-0269R1,2007-0269,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2007-0269R1 dated 15 October 2007. | This AD supersedes EASA AD 2007-0269R1 dated 15 October 2007 | this AD retains the requirements of EASA AD 2007-0269R1, which is superseded",False
2013-0167,5c73a9e47aae0dfc,2008-0001,2008-0001,supersedes_candidate,"Supersedure: This AD supersedes DGAC France AD 1993-228-154(B) R3 dated 02 June 1999, and EASA AD 2008-0001 dated 03 January 2008. | This AD supersedes DGAC France AD 1993-228-154(B) R3 dated 02 June 1999, and EASA AD 2008-0001 dated 03 January 2008 | this new AD retains the requirements of DGAC France AD 1993-228-154(B)R3 and EASA AD 2008-0001, which are superseded",False
2013-0179,4b67556c8c1ea758,2010-0034,2010-0034,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2010-0034 dated 05 March 2010, including its correction dated 08 March 2010. | This AD supersedes EASA AD 2010-0034 dated 05 March 2010, including its correction dated 08 March 2010 | this AD retains the requirements of EASA AD 2010-0034 which is superseded",False
2013-0202,2dd47bd623ac9689,2011-0202,2011-0202,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0202 dated 13 October 2011. | This AD supersedes EASA AD 2011-0202 dated 13 October 2011 | this AD retains the requirements of EASA AD 2011-0202, which is superseded",False
2013-0204,d9969f02fe97b962,2011-0084,2011-0084,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0084 dated 24 May 2011. | This AD supersedes EASA AD 2011-0084 dated 24 May 2011 | this AD retains the requirements of EASA AD 2011-0084, which is superseded",False
2013-0216,7c35b17f7ba6ca26,2013-0014,2013-0014,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0014 dated 16 January 2013. | This AD supersedes EASA AD 2013-0014 dated 16 January 2013 | this AD retains the requirements of EASA AD 2013-0014, which is superseded",False
2013-0219,c8418a209725eeaa,2013-0076,2013-0076,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0076 dated 20 March 2013. | This AD supersedes EASA AD 2013-0076 dated 20 March 2013 | this AD retains the requirements of EASA AD 2013-0076, which is superseded",False
2013-0233,91b4988a7ed78172,2013-0024,2013-0024,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0024 dated 07 February 2013. | This AD supersedes EASA AD 2013-0024 dated 07 February 2013 | this AD retains the requirements of EASA AD 2013-0024, which is superseded",False
2013-0245,d92403f2e712db53,2010-0264,2010-0264,supersedes_candidate,"Supersedure: This AD supersedes the EASA AD 2010-0264 dated 20 December 2010. | This AD supersedes the EASA AD 2010-0264 dated 20 December 2010 | this new AD retains the requirements of EASA AD 2010-0264, which is superseded",False
2013-0247,1dfcf433293e75d8,2008-0213,2008-0213,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2008-0213 dated 08 December 2008. | This AD supersedes EASA AD 2008-0213 dated 08 December 2008 | this AD retains the requirements of EASA AD 2008-0213, which is superseded",False
2013-0248,8fa059230f578ced,2007-0293,2007-0293,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2007-0293 dated 29 November 2007. | This AD supersedes EASA AD 2007-0293 dated 29 November 2007 | this AD retains the requirements of EASA AD 2007-0293, which is superseded",False
2013-0256,f3e06c0667f4ff94,2011-0242,2011-0242,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0242 dated 19 December 2011 and corrected 15 February 2012. | This AD supersedes EASA AD 2011-0242 dated 19 December 2011 and corrected 15 February 2012 | this AD retains the requirements of EASA AD 2011-0242, which is superseded",False
2013-0267R1,8186df3742d1190a,2012-0015,2012-0015,supersedes_candidate,"this AD retains the requirements of EASA AD 2012-0015, which is superseded",False
2013-0268,e9bd00fdbe8347d7,2006-0159,2006-0159,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2006-0159 dated 07 June 2006, EASA AD 2008-0026 dated 12 February 2008, EASA AD 2008-0160 dated 22 August 2008 and EASA AD 2012-0020 dated 30 January 2012. | This AD supersedes EASA AD 2006-0159 dated 07 June 2006, EASA AD 2008-0026 dated 12 February 2008, EASA AD 2008-0160 dated 22 August 2008 and EASA AD 2012-0020 dated 30 January 2012 | this AD also supersedes EASA AD 2006-0159, EASA AD 2008-0026 and EASA AD 2008-0160, whose requirements applicable to A330 aeroplanes have been transferred into Airbus A330 ALS Part 4 | this AD retains the requirements of EASA AD 2012-0020, which is superseded",False
2013-0268,e9bd00fdbe8347d7,2008-0026,2008-0026,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2006-0159 dated 07 June 2006, EASA AD 2008-0026 dated 12 February 2008, EASA AD 2008-0160 dated 22 August 2008 and EASA AD 2012-0020 dated 30 January 2012. | This AD supersedes EASA AD 2006-0159 dated 07 June 2006, EASA AD 2008-0026 dated 12 February 2008, EASA AD 2008-0160 dated 22 August 2008 and EASA AD 2012-0020 dated 30 January 2012 | this AD also supersedes EASA AD 2006-0159, EASA AD 2008-0026 and EASA AD 2008-0160, whose requirements applicable to A330 aeroplanes have been transferred into Airbus A330 ALS Part 4 | this AD retains the requirements of EASA AD 2012-0020, which is superseded",False
2013-0268,e9bd00fdbe8347d7,2008-0160,2008-0160,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2006-0159 dated 07 June 2006, EASA AD 2008-0026 dated 12 February 2008, EASA AD 2008-0160 dated 22 August 2008 and EASA AD 2012-0020 dated 30 January 2012. | This AD supersedes EASA AD 2006-0159 dated 07 June 2006, EASA AD 2008-0026 dated 12 February 2008, EASA AD 2008-0160 dated 22 August 2008 and EASA AD 2012-0020 dated 30 January 2012 | this AD also supersedes EASA AD 2006-0159, EASA AD 2008-0026 and EASA AD 2008-0160, whose requirements applicable to A330 aeroplanes have been transferred into Airbus A330 ALS Part 4 | this AD retains the requirements of EASA AD 2012-0020, which is superseded",False
2013-0268,e9bd00fdbe8347d7,2012-0020,2012-0020,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2006-0159 dated 07 June 2006, EASA AD 2008-0026 dated 12 February 2008, EASA AD 2008-0160 dated 22 August 2008 and EASA AD 2012-0020 dated 30 January 2012. | This AD supersedes EASA AD 2006-0159 dated 07 June 2006, EASA AD 2008-0026 dated 12 February 2008, EASA AD 2008-0160 dated 22 August 2008 and EASA AD 2012-0020 dated 30 January 2012 | this AD also supersedes EASA AD 2006-0159, EASA AD 2008-0026 and EASA AD 2008-0160, whose requirements applicable to A330 aeroplanes have been transferred into Airbus A330 ALS Part 4 | this AD retains the requirements of EASA AD 2012-0020, which is superseded",False
2013-0269,07122c4e8a54c449,2008-0026,2008-0026,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2008-0026 dated 12 February 2008, EASA AD 2008-0160 dated 22 August 2008 and EASA AD 2012-0021 dated 30 January 2012. | This AD supersedes EASA AD 2008-0026 dated 12 February 2008, EASA AD 2008-0160 dated 22 August 2008 and EASA AD 2012-0021 dated 30 January 2012 | this AD also supersedes EASA AD 2008-0026 and EASA AD 2008-0160, whose requirements applicable to A340 aeroplanes have been transferred into Airbus A340 ALS Part 4 | this AD retains the requirements of EASA AD 2012-0021, which is superseded",False
2013-0269,07122c4e8a54c449,2008-0160,2008-0160,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2008-0026 dated 12 February 2008, EASA AD 2008-0160 dated 22 August 2008 and EASA AD 2012-0021 dated 30 January 2012. | This AD supersedes EASA AD 2008-0026 dated 12 February 2008, EASA AD 2008-0160 dated 22 August 2008 and EASA AD 2012-0021 dated 30 January 2012 | this AD also supersedes EASA AD 2008-0026 and EASA AD 2008-0160, whose requirements applicable to A340 aeroplanes have been transferred into Airbus A340 ALS Part 4 | this AD retains the requirements of EASA AD 2012-0021, which is superseded",False
2013-0269,07122c4e8a54c449,2012-0021,2012-0021,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2008-0026 dated 12 February 2008, EASA AD 2008-0160 dated 22 August 2008 and EASA AD 2012-0021 dated 30 January 2012. | This AD supersedes EASA AD 2008-0026 dated 12 February 2008, EASA AD 2008-0160 dated 22 August 2008 and EASA AD 2012-0021 dated 30 January 2012 | this AD also supersedes EASA AD 2008-0026 and EASA AD 2008-0160, whose requirements applicable to A340 aeroplanes have been transferred into Airbus A340 ALS Part 4 | this AD retains the requirements of EASA AD 2012-0021, which is superseded",False
2013-0271,fc4af5727452e8df,2007-0247R1,2007-0247,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2007-0247R1-E dated 07 September 2007, including the correction dated 04 October 2007. | This AD supersedes EASA AD 2007-0247R1-E dated 07 September 2007, including the correction dated 04 October 2007 | this AD, which supersedes EASA EAD 2007-0247 R1-E and retains its requirements, is issued to expand the applicability to the newly certified models A330-223F and A330-243F and to reduce the threshold further to the risk assessment of recent in-service experience",False
2013-0272,e96e1c6653e870fe,2006-0314,2006-0314,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2006-0314 dated 13 October 2006. | This AD supersedes EASA AD 2006-0314 dated 13 October 2006 | this AD retains the requirements of EASA AD 2006-0314, which is superseded",False
2013-0277R1,5f692f6f61e2967e,2011-0034,2011-0034,supersedes_candidate,"this AD retains the requirements of EASA AD 2011-0034, which is superseded",False
2013-0288,78e0fc2cbd550574,2011-0069R1,2011-0069,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0069R1 dated 11 April 2012, and EASA Emergency AD 2013-0132-E dated 25 June 2013. | This AD supersedes EASA AD 2011-0069R1 dated 11 April 2012, and EASA Emergency AD 2013-0132-E dated 25 June 2013 | this AD retains the requirements of EASA AD 2011-0069R1 and AD 2013-0132-E, which are superseded",False
2013-0288,78e0fc2cbd550574,2013-0132-E,2013-0132,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0069R1 dated 11 April 2012, and EASA Emergency AD 2013-0132-E dated 25 June 2013. | This AD supersedes EASA AD 2011-0069R1 dated 11 April 2012, and EASA Emergency AD 2013-0132-E dated 25 June 2013 | this AD retains the requirements of EASA AD 2011-0069R1 and AD 2013-0132-E, which are superseded",False
2013-0309,86be40eab82113c3,2010-0046R1,2010-0046,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2010-0046R1 dated 23 May 2012. | This AD supersedes EASA AD 2010-0046R1 dated 23 May 2012 | this AD retains the requirements of EASA AD 2010-0046R1, which is superseded",False
2014-0009,cc1c5f02a6f9fa7f,2011-0122-E,2011-0122,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0122-E dated 29 June 2011, EASA AD 2011-0212 dated 31 October 2011 and EASA AD 2012-0179 dated 07 September 2012. | This AD supersedes EASA AD 2011-0122-E dated 29 June 2011, EASA AD 2011-0212 dated 31 October 2011 and EASA AD 2012-0179 dated 07 September 2012 | this AD also supersedes EASA AD 2011-0122-E and EASA AD 2011-0212, whose requirements have been transferred into Airbus A330 and A340 ALS Part 1 revision 07 | this AD retains the requirements of EASA AD 2012-0179, which is superseded",False
2014-0009,cc1c5f02a6f9fa7f,2011-0212,2011-0212,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0122-E dated 29 June 2011, EASA AD 2011-0212 dated 31 October 2011 and EASA AD 2012-0179 dated 07 September 2012. | This AD supersedes EASA AD 2011-0122-E dated 29 June 2011, EASA AD 2011-0212 dated 31 October 2011 and EASA AD 2012-0179 dated 07 September 2012 | this AD also supersedes EASA AD 2011-0122-E and EASA AD 2011-0212, whose requirements have been transferred into Airbus A330 and A340 ALS Part 1 revision 07 | this AD retains the requirements of EASA AD 2012-0179, which is superseded",False
2014-0009,cc1c5f02a6f9fa7f,2012-0179,2012-0179,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0122-E dated 29 June 2011, EASA AD 2011-0212 dated 31 October 2011 and EASA AD 2012-0179 dated 07 September 2012. | This AD supersedes EASA AD 2011-0122-E dated 29 June 2011, EASA AD 2011-0212 dated 31 October 2011 and EASA AD 2012-0179 dated 07 September 2012 | this AD also supersedes EASA AD 2011-0122-E and EASA AD 2011-0212, whose requirements have been transferred into Airbus A330 and A340 ALS Part 1 revision 07 | this AD retains the requirements of EASA AD 2012-0179, which is superseded",False
2014-0012R1,e64f97db70a2f129,2007-0284,2007-0284,supersedes_candidate,"this AD retains the requirements of EASA AD 2007-0284, which is superseded",False
2014-0014,2918b8c86f7bd90d,2010-0091R1,2010-0091,supersedes_candidate,"Supersedure: This AD supersedes DGAC France AD 2001-062 dated 21 February 2001, and EASA AD 2010-0091R1 dated 12 October 2010. | This AD supersedes DGAC France AD 2001-062 dated 21 February 2001, and EASA AD 2010-0091R1 dated 12 October 2010 | this AD supersedes DGAC France AD 2001-062 and EASA AD 2010-0091R1 and requires repetitive inspections to detect liquid ingress potentially trapped into the elevator structure and, depending on findings, accomplishment of applicable corrective actions",False
2014-0018R1,5a78963ef5813d93,2011-0006,2011-0006,supersedes_candidate,"this AD retains the requirements of EASA AD 2011-0006, which is superseded",False
2014-0045,c177a9861e1b7aef,2013-0153,2013-0153,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0153 dated 18 July 2013. | This AD supersedes EASA AD 2013-0153 dated 18 July 2013 | this AD retains the requirements of EASA AD 2013-0153, which is superseded",False
2014-0077,a538a0edc8886fea,2013-0074,2013-0074,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0074 dated 20 March 2013. | This AD supersedes EASA AD 2013-0074 dated 20 March 2013 | this AD retains the requirements of EASA AD 2013-0074, which is superseded",False
2014-0090,2c96a930689ee2f7,2011-0013R1,2011-0013,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0013R1 dated 27 March 2012. | This AD supersedes EASA AD 2011-0013R1 dated 27 March 2012 | this new AD retains the requirements of EASA AD 2011-0013R1, which is superseded",False
2014-0103,6fd394b8ec46c350,2013-0023,2013-0023,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0023 dated 01 February 2013. | This AD supersedes EASA AD 2013-0023 dated 01 February 2013 | this AD retains the requirements of EASA AD 2013-0023, which is superseded",False
2014-0137,b1981386d389e213,2013-0309,2013-0309,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0309 dated 20 December 2013, including the Correction dated 08 January 2014. | This AD supersedes EASA AD 2013-0309 dated 20 December 2013, including the Correction dated 08 January 2014 | this AD retains the requirements of EASA AD 2013-0309, which is superseded",False
2014-0147,e733132f19f0af39,2008-0150,2008-0150,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2008-0150 dated 05 August 2008. | This AD supersedes EASA AD 2008-0150 dated 05 August 2008 | this EASA AD retains the requirements of EASA AD 2008-0150, which is superseded",False
2014-0148,f1c694a207a723c4,2013-0033,2013-0033,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0033 dated 19 February 2013. | This AD supersedes EASA AD 2013-0033 dated 19 February 2013 | this AD retains the requirements of EASA AD 2013-0033, which is superseded",False
2014-0156,cab04d3fb41a1c38,2011-0113,2011-0113,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0113, dated 17 June 2011. | This AD supersedes EASA AD 2011-0113, dated 17 June 2011 | this AD retains the requirements of EASA AD 2011-0113, which is superseded",False
